Catalog#,Artist,Title,Query_Spotify,Spotify_Album_Art_URL,Spotify_Artist_URL,Spotify_Album_URL,Trade_or_Sell,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Low,Median,High,Collection Notes,Artist Collection,Last modified time
"DT 8 0357, 8-0357, DT-8-0357",Nat King Cole,Unforgettable,,https://i.scdn.co/image/ab67616d0000b273fdd261528e3590ac36bb85f0,https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,https://open.spotify.com/album/7GBvXtxnvBluo2f4xBVNkm,,"Capitol Records, Starline, Capitol Records, Starline, Capitol Records, Starline","LP, Album, Club, RE, Pin",,,5535760,Uncategorized,2018-10-24 03:15,,,,,,2/4/2024 6:49pm
MS 2030,Frank Zappa,Chunga's Revenge,,https://i.scdn.co/image/ab67616d0000b2730a548a1708a78ac51674ddf4,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/5s6JIqQl2AjuKK7kGUu7xV,checked,"Bizarre Records, Reprise Records","LP, Album, Ter",,,543922,Uncategorized,2020-03-17 02:03,,,,,Zappa,2/4/2024 6:48pm
PC 35627,David Allan Coe,Greatest Hits,,https://i.scdn.co/image/ab67616d0000b2730abfa19c9d9a59f3fe6241ee,https://open.spotify.com/artist/6nwh8AhPpbwOUnHZJWrHT6,https://open.spotify.com/album/5iDcwfJFW208wpf8pAVCX7,,Columbia,"LP, Comp, RE, Car",,,2033828,Uncategorized,2019-07-19 15:48,,,,,,2/4/2024 6:30pm
PC 33900,Chicago,Chicago IX Chicago's Greatest Hits,,https://i.scdn.co/image/ab67616d0000b2730ac413b28547dbc45412a3ce,https://open.spotify.com/artist/3iDD7bnsjL9J4fO298r0L0,https://open.spotify.com/album/5qWGV0fd7hpdptJYI4G9Dd,,Columbia,"LP, Comp, Pit",,,709484,Uncategorized,2020-03-17 04:25,,,,,,2/4/2024 6:56pm
B0032614-01,Erykah Badu,Mama's Gun,,https://i.scdn.co/image/ab67616d0000b2730d934cb462fae5a26f829efb,https://open.spotify.com/artist/7IfculRW2WXyzNQ8djX8WX,https://open.spotify.com/album/3cADvHRdKniF9ELCn1zbGH,checked,"Motown, Universal Music Special Markets","LP, Sca + LP, Gol + Album, Club, RE, RM",,,16189786,Uncategorized,2020-11-16 03:21,,,,,,2/4/2024 6:48pm
2022-1107,Steely Dan,Steely Dan/Greatest Hits,,https://i.scdn.co/image/ab67616d0000b2730ddd7e736f870994f4707947,https://open.spotify.com/artist/6P7H3ai06vU1sGvdpBwDmE,https://open.spotify.com/album/6DlSUW5gmq6Byc3osKDJ2p,,ABC Records,"2xLP, Comp, Gat",,,373917,Uncategorized,2020-03-17 04:37,,,,,,2/4/2024 6:49pm
XLLP754VMP,Låpsley,Long Way Home,,https://i.scdn.co/image/ab67616d0000b2730eb3c6650234e55fbe3907ec,https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg,https://open.spotify.com/album/5h5HjSBjZ2dAuGxGL6L2EB,checked,XL Recordings,"LP, Album, Club, Whi",,,8230301,Uncategorized,2018-10-21 22:00,,,,,,2/4/2024 6:52pm
OR-1502,Banks & Shane,Live At Symphony Hall,,https://i.scdn.co/image/ab67616d0000b2731a1dc234f3c6ec37390c65f9,https://open.spotify.com/artist/2LFbgsbEhfilNpQYW7mied,https://open.spotify.com/album/4q4dWDNJcrxHnjO8zo3spx,,Oblivion Records (6),LP,,,4491608,Bluegrass,2018-10-21 21:28,,,,,,2/4/2024 6:52pm
19439713611,John Mayer,Continuum,,https://i.scdn.co/image/ab67616d0000b2731a4c7c7e6eeaee67c9e8ce71,https://open.spotify.com/artist/0hEurMDQu99nJRq8pTxO14,https://open.spotify.com/album/6WivmTXugLZLmAWnZhlz7g,,"Aware Records, Columbia, Sony Music Commercial Music Group","2xLP, Album, Club, RE, Tur",,,15601786,Uncategorized,2020-11-16 03:29,,,,,,2/4/2024 6:52pm
BU 4150,Various,Bluegrass Hall Of Fame,,https://i.scdn.co/image/ab67616d0000b2731a6df1c9d92cd46b60999770,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,https://open.spotify.com/album/6QUwMSHSVj5jniqsgN93Aw,,K-Tel,LP,,,3173953,Uncategorized,2022-12-01 20:15,,,,,,2/4/2024 6:49pm
SHVL 814,Pink Floyd,Wish You Were Here,,https://i.scdn.co/image/ab67616d0000b2731a84d71391df7469c5ab8539,https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,https://open.spotify.com/album/0bCAjiUamIFqKJsekOYuRw,,Harvest,"LP, Album",,,463597,Uncategorized,2020-03-21 23:55,,,,,,2/4/2024 6:55pm
MCA-5965,Jerry Douglas,Changing Channels,,https://i.scdn.co/image/ab67616d0000b2731a092ccbef6c3f576b07ce94,https://open.spotify.com/artist/7f02bxFbZIOVdSbYRNYvLT,https://open.spotify.com/album/1NTAPW8MixdsXxAi4v9hBn,,MCA Records,"LP, Album",,,2366679,Uncategorized,2022-12-15 13:49,,,,,,2/4/2024 6:49pm
"Pax-AM 044, 1790022482",Ryan Adams,Blue Light,,https://i.scdn.co/image/ab67616d0000b2731a8808a2c40837fa9e831c45,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/album/4K7d3vvsBh4lncJqOMS7ll,checked,"Pax Americana Record Company, Pax Americana Record Company","7"", Ltd",,,6817172,Uncategorized,2020-03-17 05:20,,,,,Ryan Adams,2/4/2024 6:52pm
509996 42727 1 9,The Decemberists,The King Is Dead,,https://i.scdn.co/image/ab67616d0000b2731af6d89d7ccdb5d83fd7c2a8,https://open.spotify.com/artist/7ITd48RbLVpUfheE7B86o2,https://open.spotify.com/album/3hd8GiXOy4KUTxVDVUDT5F,checked,Capitol Records,"LP, Album, 180",,,2672368,Uncategorized,2018-10-21 19:45,,,,,,2/4/2024 6:51pm
7 4666 1,The Infamous Stringdusters,Ladies & Gentlemen,,https://i.scdn.co/image/ab67616d0000b2731b78c76d2e9a630512c1fed0,https://open.spotify.com/artist/7yTltkMBvChBkA86Tz8WfW,https://open.spotify.com/album/1LHTfbFx2cCjgkDKVx7BIm,,Compass Records,"LP, Album",,,8549423,Bluegrass,2018-10-21 19:38,,,,,,2/4/2024 6:43pm
B0010177-01,Ryan Adams & The Cardinals,Follow The Lights,,https://i.scdn.co/image/ab67616d0000b2731d6b942c8916cbae4fada4ba,https://open.spotify.com/artist/5GHv1pBOWOQxIE6WQBq88Q,https://open.spotify.com/album/2L9iLPhrs6AltmRtfb0lfn,checked,Lost Highway,"12"", EP",,,1166819,Uncategorized,2018-10-23 04:00,,,,,Ryan Adams,2/4/2024 6:51pm
SP936,Vetiver,The Errant Charm,,https://i.scdn.co/image/ab67616d0000b2731d94f615ed119d29a06426fc,https://open.spotify.com/artist/7ACSlU8kTcQIbvpwLWze8E,https://open.spotify.com/album/7jpy5hPOInGwYYs0ZgrmPr,,Sub Pop,"LP, Album",5,,2962834,Uncategorized,2018-10-21 22:25,,,,,,2/4/2024 6:53pm
IER003-1,Elephant Revival,These Changing Skies,,https://i.scdn.co/image/ab67616d0000b2731d63413ab1468ab7e342b359,https://open.spotify.com/artist/3OwOKwd5FsfOD5qlH2tnzs,https://open.spotify.com/album/4ABBrfxm6w93fE9yqlOgny,,Itz Evolving Records,"LP, Album",,,5442782,Bluegrass,2018-10-21 20:09,,,,,,2/4/2024 6:26pm
NA 5138,Wells Fargo,Watch Out!,,https://i.scdn.co/image/ab67616d0000b2731eb9aef66c063f8a2522c808,https://open.spotify.com/artist/3U0XKbJ77cRnBqD8dfo7EI,https://open.spotify.com/album/2mKI11ujjsS5QsvnHT9PlQ,,Now-Again Records,"LP, Comp, Club, Yel",,,8635268,Uncategorized,2019-07-24 16:41,,,,,,2/4/2024 6:28pm
"6349.187, B0028558-01",Jorge Ben,África Brasil,,https://i.scdn.co/image/ab67616d0000b2732a3e351bbab659d55a2fadec,https://open.spotify.com/artist/5JYtpnUKxAzXfHEYpOeeit,https://open.spotify.com/album/0esHQqYklDPje00NUNq6py,checked,"Universal Music Special Markets, Universal Music Special Markets","LP, Album, Club, RE, Yel",,,13855128,Uncategorized,2019-07-22 16:02,,,,,,2/4/2024 6:48pm
534836-1,Hunter Hayes (2),Hunter Hayes (Encore),,https://i.scdn.co/image/ab67616d0000b2732a0070a89eb69a9cc7914f49,https://open.spotify.com/artist/7H6dkUChT5EoOQtUVMg4cN,https://open.spotify.com/album/5hVo5O3pGkc1VibXveW8gx,,Atlantic,2xLP,,,5804814,Uncategorized,2018-10-24 02:13,,,,,,2/4/2024 6:55pm
SP-4512,Peter Frampton,Frampton,,https://i.scdn.co/image/ab67616d0000b2732aadbe54b2c387d44f49834d,https://open.spotify.com/artist/0543y7yrvny4KymoaneT4W,https://open.spotify.com/album/0mRXKbepKXO0Il8H1uMaaX,checked,A&M Records,"LP, Album, San",,,7426559,Uncategorized,2020-03-17 04:20,,,,,,2/4/2024 6:48pm
2338,Mandolin Orange,This Side Of Jordan,,https://i.scdn.co/image/ab67616d0000b2732b0e4e74738900de3dbfe030,https://open.spotify.com/artist/675tsBPpaZtqyiBwEf3ZEP,https://open.spotify.com/album/7qvtiRY9SJJaLhAOsghPhr,,Yep Roc Records,"LP, Album, 180",,,5263861,Uncategorized,2018-10-21 20:49,,,,,,2/4/2024 6:56pm
SH - 3721,The Seldom Scene,After Midnight,,https://i.scdn.co/image/ab67616d0000b2732bfd15a77f833cab17f9a7bf,https://open.spotify.com/artist/2oxmEjNo7UXIiZi7X7ovGq,https://open.spotify.com/album/6NlTkBcKFTnpBmFe7mtFCP,,Sugar Hill Records (2),"LP, Album",,,1704799,Bluegrass,2018-10-21 22:39,,,,,,2/4/2024 6:30pm
FW 38066,Frank Zappa,Ship Arriving Too Late To Save A Drowning Witch,,https://i.scdn.co/image/ab67616d0000b2732c59ed625fa4026ee3d77027,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/5AHD37TxCc4lRaUgacYiDA,checked,Barking Pumpkin Records,"LP, Album, Ter",,,431746,Uncategorized,2020-03-17 02:04,,,,,Zappa,2/4/2024 6:49pm
MUTE 9367-1,José González,In Our Nature,,https://i.scdn.co/image/ab67616d0000b2732c489b52f37e678f33ed8035,https://open.spotify.com/artist/6xrCU6zdcSTsG2hLrojpmI,https://open.spotify.com/album/4zhb7QX3fvyamvbcYGnKMv,,"Mute, Mute Corporation","LP, Album, 180",,,3508717,Uncategorized,2018-10-24 02:12,,,,,,2/4/2024 6:52pm
HL 7250,Flatt & Scruggs With The Foggy Mountain Boys,Flatt And Scruggs With The Foggy Mountain Boys,,https://i.scdn.co/image/ab67616d0000b2732c86352633f560093834b097,"https://open.spotify.com/artist/4UEb5ZsSyDWMAiBuOeKA6W,https://open.spotify.com/artist/4NEA48c6ajydrRzCbyll3M,https://open.spotify.com/artist/1pZEySHHPm2IBX9kFY6o94",https://open.spotify.com/album/4uCrsMtSITuKtj1EpZTMab,,"Harmony (4), Columbia","LP, Album",,,2420399,Bluegrass,2018-10-21 22:33,,,,,,2/4/2024 6:56pm
002-1,Dawes,Stripped Down At Grimey's,,https://i.scdn.co/image/ab67616d0000b2732dcab535e36e69ef25239dda,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,https://open.spotify.com/album/187HV0h26fG3mkRsySp5Lj,,HUB Records (7),"12"", Album, RSD, Ltd, Tra",,,5146452,Uncategorized,2019-07-22 17:47,,,,,,2/4/2024 6:58pm
075597911787,Molly Tuttle & Golden Highway, Crooked Tree,,https://i.scdn.co/image/ab67616d0000b2732dfeff85fcfa2f9cf0f388b2,"https://open.spotify.com/artist/4LX0KCPnH7gvxEbVXqXmAE,https://open.spotify.com/artist/1KVw3QwEmC8QMrpz0SV05n",https://open.spotify.com/album/1lIZUzexPXR4Q7exPmNqCc,,Nonesuch,LP,,,23206826,Uncategorized,2022-11-05 19:44,,,,,,2/4/2024 6:26pm
"RS 6352, 6352",Kenny Rogers & The First Edition,"Ruby, Don't Take Your Love To Town",,https://i.scdn.co/image/ab67616d0000b2732e363138aded3fd5a04eae89,https://open.spotify.com/artist/5UloVKzUNJcjORzhhTWWiJ,https://open.spotify.com/album/7cDAkZgiFCe2pddgdrOs8y,,"Reprise Records, Reprise Records","LP, Album, Ter",,,2354465,Uncategorized,2020-03-17 05:04,,,,,,2/4/2024 6:52pm
PRO 368,Various,Zapped,,https://i.scdn.co/image/ab67616d0000b2733ad4bdbeb536cb1b6a7de2d8,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,https://open.spotify.com/album/1xrbkktQQdF5OOg4Ca4lcu,,"Bizarre Records, Reprise Records","LP, Comp, Smplr",,,1827704,Uncategorized,2020-03-17 02:38,,,,,,2/4/2024 6:27pm
"PAX-AM 040, 2537919857",Ryan Adams,Jacksonville,,https://i.scdn.co/image/ab67616d0000b2733b171dc7b08dafe858a7d52a,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/album/7Btqtp57OqLjlaEaj3xtP9,checked,"Pax Americana Record Company, Pax Americana Record Company","7""",,,6090014,Uncategorized,2020-03-17 05:25,,,,,Ryan Adams,2/4/2024 6:47pm
"CS 9532, 88985485511",Miles Davis,Sorcerer,,https://i.scdn.co/image/ab67616d0000b2733c92ef75238cbca83ef4b5e0,https://open.spotify.com/artist/0kbYTNQb4Pb1rPbbaF0pT4,https://open.spotify.com/album/4ONkvBCQrd2A8qJ5Cw6FYo,,"Columbia, Sony Music Commercial Music Group","LP, Album, Club, RE, RM, Pur",,,11256032,Uncategorized,2018-10-21 20:36,,,,,,2/4/2024 6:44pm
DS 2216,Frank Zappa And The Mothers,One Size Fits All,,https://i.scdn.co/image/ab67616d0000b2733ce56d1cbdc2f99036160b94,"https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/artist/3P2gYnypDVi90ZavnaAhfL",https://open.spotify.com/album/4mp2SC1Wq9jZJINGPAKv0V,checked,Discreet,"LP, Album, Gat",,,1259018,Uncategorized,2020-03-17 02:26,,,,,Zappa,2/4/2024 6:49pm
"ST-74203, ST 74203",Frank Zappa,Frank Zappa Meets The Mothers Of Prevention,,https://i.scdn.co/image/ab67616d0000b2733e7bda105ae2e6f1f814df98,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/1NVnPUNo6DOhvp11vYl7pr,checked,"Barking Pumpkin Records, Barking Pumpkin Records","LP, Album, Cap",,,500464,Uncategorized,2020-03-17 02:20,,,,,Zappa,2/4/2024 6:49pm
PW2 37336,Frank Zappa,Tinsel Town Rebellion,,https://i.scdn.co/image/ab67616d0000b2733e81e4e341da70e6b724bce3,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/3Amwvefz6kjH17bgcbZ0qA,checked,Barking Pumpkin Records,"2xLP, Album, Ter",,,1105530,Uncategorized,2020-03-17 02:41,,,,,Zappa,2/4/2024 6:48pm
56285LP,Sturgill Simpson,Cuttin' Grass - Vol. 1 (The Butcher Shoppe Sessions),,https://i.scdn.co/image/ab67616d0000b2733eeaad8a9bc30d54fe32b10f,https://open.spotify.com/artist/3vDpQbGnzRbRVirXlfQagB,https://open.spotify.com/album/3N51Ixwph25awFqhoACG0U,,High Top Mountain Records,"2xLP, Album",5,,16506363,Uncategorized,2021-01-05 08:52,,,,,,2/4/2024 6:49pm
B0025491-01,Beck,Odelay,,https://i.scdn.co/image/ab67616d0000b2733eedff0a0202da69fe1078de,https://open.spotify.com/artist/3vbKDsSS70ZX9D2OcvbZmS,https://open.spotify.com/album/1Pus5h1qGedCn4CtOuPVtp,checked,DGC,"LP, Album, Club, RE, Bro",,,9168171,Uncategorized,2019-07-23 16:15,,,,,,2/4/2024 6:51pm
FC 37728,Toto,Toto IV,,https://i.scdn.co/image/ab67616d0000b2734a052b99c042dc15f933145b,https://open.spotify.com/artist/0PFtn5NtBbbUNbU9EAmIWF,https://open.spotify.com/album/62U7xIHcID94o20Of5ea4D,,Columbia,"LP, Album, Pit",,,11093530,Uncategorized,2020-03-17 04:22,,,,,,2/4/2024 6:43pm
"PAX-AM 034, B002086401",Ryan Adams,Gimme Something Good,,https://i.scdn.co/image/ab67616d0000b2734c6b0e2eb096f7cf05efb3e7,https://open.spotify.com/artist/45lcbTsX07JWzmTIjcdyBz,https://open.spotify.com/album/0DCYwEDewo2R9GbzwueiN6,checked,"Pax Americana Record Company, Blue Note","7"", Single",,,5840321,Uncategorized,2020-03-17 05:28,,,,,Ryan Adams,2/4/2024 6:47pm
ILPS 9310,Cat Stevens,Greatest Hits,,https://i.scdn.co/image/ab67616d0000b2734d48eaedbf8653693e891cee,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,https://open.spotify.com/album/4zn2Kj85Hew0USyxc4TJEX,checked,Island Records,"LP, Comp",,,1389126,Uncategorized,2020-03-17 04:11,,,,,,2/4/2024 6:48pm
CPL1-0374,John Denver,John Denver's Greatest Hits,,https://i.scdn.co/image/ab67616d0000b2734d48eaedbf8653693e891cee,https://open.spotify.com/artist/7EK1bQADBoqbYXnT4Cqv9w,https://open.spotify.com/album/4zn2Kj85Hew0USyxc4TJEX,,"RCA, RCA Victor","LP, Comp, Ora",,,8055184,Uncategorized,2020-03-17 04:57,,,,,,2/4/2024 6:53pm
88875-13542-1,Ray Lamontagne,Ouroboros,,https://i.scdn.co/image/ab67616d0000b2734df2caa14e3c2644ff42f05b,https://open.spotify.com/artist/6DoH7ywD5BcQvjloe9OcIj,https://open.spotify.com/album/4JVl5HHiI2SEgqvqTrBYyK,,RCA,"LP, Album, Gat",,,11253173,Uncategorized,2018-10-21 20:10,,,,,,2/4/2024 6:28pm
86906,Michael Franti And Spearhead,All Rebel Rockers,,https://i.scdn.co/image/ab67616d0000b2734eef402733d2df7b1f9c88bd,https://open.spotify.com/artist/1mHuZMOP8FG5ip4yAb1vrB,https://open.spotify.com/album/7gbG5HpQeBPXUSvhrlP9bc,checked,Anti-,"2xLP, Album",,,1878632,Uncategorized,2018-10-23 04:30,,,,,,2/4/2024 6:51pm
WIGLP253,Villagers,Becoming A Jackal,,https://i.scdn.co/image/ab67616d0000b2734f97475bb44baa0b136b6465,https://open.spotify.com/artist/2m1l9MLSslzup4vvokKgvQ,https://open.spotify.com/album/6tjriBxkxIkGAJVB6rM65s,,Domino,"LP + LP, S/Sided, Etch + Album",5,,2399950,Uncategorized,2018-10-24 03:13,,,,,,2/4/2024 6:29pm
MS 2225,Fleetwood Mac,Fleetwood Mac,,https://i.scdn.co/image/ab67616d0000b2734fb043195e8d07e72edc7226,https://open.spotify.com/artist/08GQAI4eElDnROBrJRGE0X,https://open.spotify.com/album/5VIQ3VaAoRKOEpJ0fewdvo,,Reprise Records,"LP, Album, San",,,13552836,Uncategorized,2020-03-17 04:50,,,,,,2/4/2024 6:26pm
FP1753-3,Spiritualized,Ladies And Gentlemen We Are Floating In Space,,https://i.scdn.co/image/ab67616d0000b2734ff03e0f8b9c600b6e48b382,https://open.spotify.com/artist/6DKmuXxXASTF6xaJwcTfjv,https://open.spotify.com/album/56YzQ0dhmRMDryZsrjdHun,checked,Fat Possum Records,"2xLP, Album, Club, RE, RM, Blu",,,15886061,Uncategorized,2020-11-16 03:23,,,,,,2/4/2024 6:51pm
HHR001-1,Tyler Childers,Purgatory,,https://i.scdn.co/image/ab67616d0000b2735a38bd36056b909ed607689d,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,https://open.spotify.com/album/35LcGAeeMwVeIJrDpB3Gkz,,Hickman Holler Records,"LP, Album, 180",,,10659254,Uncategorized,2022-11-05 19:45,,,,,,2/4/2024 6:49pm
WIGLP330,Villagers,Darling Arithmetic,,https://i.scdn.co/image/ab67616d0000b2735a902940f70dace67d4c4547,https://open.spotify.com/artist/2m1l9MLSslzup4vvokKgvQ,https://open.spotify.com/album/1hrv3F7Fbi9gMPkkcwCxRG,,Domino,"LP, Album, 180",,,6915329,Uncategorized,2018-10-24 03:12,,,,,,2/4/2024 6:49pm
SUG-LP-4093,Sarah Jarosz,Build Me Up From Bones,,https://i.scdn.co/image/ab67616d0000b2735b7dc1ae770b27f6315a5ba4,https://open.spotify.com/artist/6nFBonVf7Lqaj05R0v5VGJ,https://open.spotify.com/album/3WgIxB4vFl8i5ZHCypubIK,,Sugar Hill Records (2),LP,,,5023189,Bluegrass,2018-10-21 19:48,,,,,,2/4/2024 6:49pm
"PAX-AM 049, PAX-AM 054, B002263601",Ryan Adams,Live At Carnegie Hall,,https://i.scdn.co/image/ab67616d0000b2735cc6077250b09529633d3ccd,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/album/3RtpnKgAHdfAuFm4S5ve4w,checked,"Pax Americana Record Company, Pax Americana Record Company, Blue Note","6xLP, Album, 180 + Box",,,7161664,Uncategorized,2019-07-11 22:16,,,,,Ryan Adams,2/4/2024 6:48pm
SUG-LP-3990,Nickel Creek,Why Should The Fire Die?,,https://i.scdn.co/image/ab67616d0000b2735ddde03efd2fde18162638e5,https://open.spotify.com/artist/3bcLBxvaI7GsBzGp3WHnwQ,https://open.spotify.com/album/6l61p7zbizBUjQWY10LWmb,,Sugar Hill Records (2),"2x12"", RSD, RE, RM, Gat",,,2866617,Bluegrass,2018-10-21 20:38,,,,,,2/4/2024 6:53pm
"ATO0142, 88088217871",Alabama Shakes,Boys & Girls,,https://i.scdn.co/image/ab67616d0000b2735eabdb4eda3dd1a43ed7d8df,https://open.spotify.com/artist/16GcWuvvybAoaHr0NqT8Eh,https://open.spotify.com/album/0ZyG5ztRbkxjZdKQ94N0lC,,"ATO Records, ATO Records","LP, Album + 7""",,,3529250,Uncategorized,2018-10-21 21:54,,,,,,2/4/2024 6:52pm
"LSP-4603, 194398802213",Dolly Parton,Coat Of Many Colors,,https://i.scdn.co/image/ab67616d0000b2735eedc4901818fe24d8645672,https://open.spotify.com/artist/32vWCbZh0xZ4o9gkz4PsEU,https://open.spotify.com/album/17CT6ru3CyDXAi6xVaSUzg,,"RCA Victor, RCA, Sony Music Commercial Music Group","LP, Album, Club, RE, RM, Rai",,,19818682,Uncategorized,2022-11-05 20:27,,,,,,2/4/2024 6:23pm
"VJ 1092, VJLP 1062",The Beatles,"Songs, Pictures And Stories Of The Fabulous Beatles",,https://i.scdn.co/image/ab67616d0000b2735ef4660298ae29ee18799fc2,https://open.spotify.com/artist/3WrFJ7ztbogyGnTHbHJFl2,https://open.spotify.com/album/6126O4XLYAfzU3961ziahP,checked,"Vee Jay Records, Vee Jay Records","LP, Album, Mono",,,2418762,Uncategorized,2020-03-17 04:32,,,,,,2/4/2024 6:51pm
LP 5067,Mac Wiseman,The Rare Singles And Radio Transcriptions,,https://i.scdn.co/image/ab67616d0000b2735fc943bc7dfb4a944aa22615,"https://open.spotify.com/artist/0nJUwPwC9Ti4vvuJ0q3MfT,https://open.spotify.com/artist/01buTDfh4qo8wbcUt9Enly",https://open.spotify.com/album/0JafNTEJPn2G6iDbxyY1h4,,Cowgirlboy Records,"LP, Comp, Mono",,,10503995,Uncategorized,2022-11-05 19:47,,,,,,2/4/2024 6:29pm
GLS-0202-01,"Mumford & Sons With Baaba Maal, The Very Best & Beatenberg",Johannesburg,,https://i.scdn.co/image/ab67616d0000b2735fcd9dbdaa1670fb49c66313,https://open.spotify.com/artist/3gd8FJtBJtkRxdfbTu19U2,https://open.spotify.com/album/4828DYqqXoOl1bMPyh5c3S,,Glassnote (2),"10"", EP",,,8661167,Uncategorized,2018-10-21 21:41,,,,,,2/4/2024 6:56pm
GLS-0109-01,Mumford & Sons,Sigh No More,,https://i.scdn.co/image/ab67616d0000b2735fcd9dbdaa1670fb49c66313,https://open.spotify.com/artist/3gd8FJtBJtkRxdfbTu19U2,https://open.spotify.com/album/4828DYqqXoOl1bMPyh5c3S,,"Glassnote (2), Gentlemen Of The Road","LP, Album, RE, 180",,,2365359,Bluegrass,2018-10-21 21:43,,,,,,2/4/2024 6:49pm
K56291,Montrose,Jump On It,,https://i.scdn.co/image/ab67616d0000b2736a59083efec96cd9010338d4,https://open.spotify.com/artist/0VdoLGGpWcDZnzep6SSTdP,https://open.spotify.com/album/7oZjQSEfrDEz9e5FG0PfUS,checked,Warner Bros. Records,"LP, Album",,,2253190,Uncategorized,2020-03-17 17:16,,,,,,2/4/2024 6:48pm
SVLP 388,Jeff Buckley,Mystery White Boy: Live '95 - '96,,https://i.scdn.co/image/ab67616d0000b2736a760642a56847027428cb61,https://open.spotify.com/artist/3nnQpaTvKb5jCQabZefACI,https://open.spotify.com/album/7yQtjAjhtNi76KRu05XWFS,,Simply Vinyl,"2xLP, Album, Ltd",,,1020572,Uncategorized,2018-10-24 02:25,,,,,,2/4/2024 6:30pm
"080, FF 080",Mike Auldridge And Jeff Newman,Slidin' Smoke,,https://i.scdn.co/image/ab67616d0000b2736a760642a56847027428cb61,https://open.spotify.com/artist/3nnQpaTvKb5jCQabZefACI,https://open.spotify.com/album/7yQtjAjhtNi76KRu05XWFS,,"Flying Fish (2), Flying Fish (2)","LP, Album",,,2669100,Bluegrass,2018-10-21 22:41,,,,,,2/4/2024 6:58pm
"8139, RCV1 607271, 081227909550",Aretha Franklin,I Never Loved A Man The Way I Love You,,https://i.scdn.co/image/ab67616d0000b2736aa9314b7ddfbd8f036ba3ac,https://open.spotify.com/artist/7nwUJBm0HE4ZxD3f5cy5ok,https://open.spotify.com/album/5WndWfzGwCkHzAbQXVkg2V,checked,"Atlantic, Atlantic, Atlantic","LP, Album, Mono, Club, RE, RM, Pur",,,14509303,Uncategorized,2019-12-15 23:33,,,,,,2/4/2024 6:51pm
"WEBB320LP, 831.A320.010",First Aid Kit,The Lion's Roar,,https://i.scdn.co/image/ab67616d0000b2736ade3b2adfb06812a7467a95,https://open.spotify.com/artist/21egYD1eInY6bGFcniCRT1,https://open.spotify.com/album/2ClpsMzeeVVoevHkK2N1vs,,"Wichita, Wichita","LP, Album, Gat",,,3357181,Uncategorized,2018-10-21 21:09,,,,,,2/4/2024 6:55pm
WIGLP162VMP,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",,https://i.scdn.co/image/ab67616d0000b2736b3fa88bdd4af566fbbf2bbf,https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,https://open.spotify.com/album/50Zz8CkIhATKUlQMbHO3k1,checked,Domino,"LP, Album, Club, RE, Gra",,,11826116,Uncategorized,2018-10-21 20:04,,,,,,2/4/2024 6:51pm
B0032776-01,Brothers Osborne,Skeletons,,https://i.scdn.co/image/ab67616d0000b2736c087a16893ec66233c81ecd,https://open.spotify.com/artist/39NR3AUhpbbqKM33vWn2fp,https://open.spotify.com/album/3OOe4GNNhV4ezmUyHAGyoH,,EMI Records Nashville,"LP, Album, S/Edition, Ora",,,16146811,Modern Country,2020-11-16 03:34,,,,,,2/4/2024 6:52pm
GLS-0130-01,Mumford & Sons,Babel,,https://i.scdn.co/image/ab67616d0000b2736e2407383e952808a0602b0d,https://open.spotify.com/artist/3gd8FJtBJtkRxdfbTu19U2,https://open.spotify.com/album/3FfuUD3Je9t9tQq80Zq41y,,"Glassnote (2), Gentlemen Of The Road","LP, Album, Gat",,,3892004,Bluegrass,2018-10-21 21:43,,,,,,2/4/2024 6:44pm
WARPLP195V,Flying Lotus,Cosmogramma,,https://i.scdn.co/image/ab67616d0000b2736f0c962b04f02c839726f41f,https://open.spotify.com/artist/29XOeO6KIWxGthejQqn793,https://open.spotify.com/album/26yWpyWgFK6xuxi1UsLUFW,checked,Warp Records,"2xLP, Album, Club, RE, RM, Bla",1,,13021889,Uncategorized,2019-07-17 16:27,,,,,,2/4/2024 6:47pm
